codSubclase,Descripción,"Estado (1-Inactivo, 2-Activo)"
502200000,"Transporte de carga, por vías de navegación interiores (ríos, canales, lagos, incluidos puertos interiores)",2
511000001,Servicio de transporte aéreo de pasajeros con itinerarios y horarios establecidos,2
511000002,Servicio de vuelos contratados (chárter) para pasajeros,2
511000003,Servicio de vuelos panorámicos y turísticos,2
511000004,Alquiler de equipo de transporte aéreo con operadores para el transporte de personas,2
511000005,Servicio de taxis aéreo de pasajeros,2
511000006,Transporte de pasajeros por clubes aéreos con fines de instrucción o de recreo,2
511000090,Otro servicio de transporte de pasajeros por vía aérea no contemplado en otra actividad asociada,2
511099000,Transporte de pasajeros por vía aérea,2
512000001,Transporte aéreo de carga con itinerarios y horarios establecidos,2
512000002,Transporte aéreo no regular de carga,2
512000003,Lanzamiento de satélites y vehículos espaciales,2
512000004,Transporte espacial,2
512000005,Alquiler de equipo de transporte aéreo con operadores para el transporte de carga,2
512099000,Transporte de carga por vía aérea,2
521000001,Servicio de almacenamiento de granos en silos,2
521000002,Servicio de depósito y almacenamiento de mercancías diversas,2
521000003,Servicio de almacenamiento de artículos en depósitos aduaneros,2
521000004,Servicio de almacenamiento de automóvil,2
521000005,Servicio de depósito y almacenamiento en cámaras frigoríficas,2
521000006,Servicio de almacenamiento de productos solidos líquidos y gaseosos en tanques,2
521000007,Servicios de almacenaje para empresas,2
521000008,Servicio de almacenamiento de productos en zonas francas,2
521099000,Almacenamiento y depósito,2
522101001,Servicios de remolque y asistencia en carretera para vehículos comerciales o privados,2
522101090,Otros servicios vinculados al transporte terrestre no contemplado en otra actividad asociada,2
522102001,Servicio de operación de estación de ferrocarril,2
522102002,Servicio de operación de estación de autobús,2
522102003,Servicio de operación de estación de manipulación de mercancías,2
522102004,Servicio de estacionamiento en estación de ferrocarril,2
522102005,Servicio de estacionamiento en terminales de buses,2
522102006,Servicio de estacionamiento en terminales de carga,2
522102007,Servicio de estacionamientos o garajes para vehículos automotores,2
522102090,"Otros servicios de estacionamiento, parqueos y garajes no contemplado en otra actividad asociada",2
522109001,Servicio de operación de peajes,2
522109002,"Servicio de operación de puentes, carreteras o túneles",2
522109003,Servicio de operación de cambio de vías o agujas,2
522109004,Servicio de pesaje de vehículos de carga,2
522109005,Servicios de central de taxis,2
522109090,"Otros servicios de administración de carreteras, puentes y otros servicios auxiliares no contemplado en otra actividad asociada",2
522199000,Actividades de servicio vinculadas al transporte terrestre,2
522200001,Servicio de operación de muelles y puertos en vías de navegación marítima (excepto manipulación de carga),2
522200002,Servicio de operación de muelles y puertos en vías de navegación fluviales (excepto manipulación de carga),2
522200003,Servicio de pilotaje y atraque en vías marítimas y de navegación interiores,2
522200004,Servicio de operación de esclusas de vías de navegación interiores etc.,2
522200005,Servicio de operación de faros,2
522200006,"Servicio de transporte de mercancías, desde un buque hacia tierra en embarcación más pequeña",2
522200007,Servicio de salvamento de embarcaciones,2
522200008,Servicio de operación en puerto de remolques de botes,2
522200009,Servicio de reporte de tráfico marino de embarcaciones,2
522200090,"Otros servicios vinculado al transporte acuático, no contemplado en otra actividad asociada",2
522299000,Actividades de servicio vinculadas al transporte acuático,2
522300001,Servicio de operación de instalaciones de terminal aérea,2
522300002,Servicio de actividades aeroportuarias y de control de tráfico aéreo,2
522300003,Actividades de servicio en tierra realizadas en aeropuertos,2
522300004,Servicio de alquiler de espacio en hangar,2
522300005,Servicio de prevención y extinción de incendio en aeropuerto (bomberos),2
522300090,Otros servicios vinculado al transporte aéreo no contemplado en otra actividad asociada,2
522399000,Actividades de servicios vinculadas al transporte aéreo.,2
522400001,Servicio de carga y descarga de mercancías y equipaje del transporte aéreo,2
522400002,Servicio de carga y descarga de mercancías y equipaje del transporte marítimo,2
522400003,Servicio de carga y descarga de mercancías y equipaje del transporte terrestre,2
522400004,Servicios de cargas y descargas de vagones de tren de carga,2
522400005,Servicio de estiba y desestiba,2
522400090,Otros servicios de manipulación de carga no contemplado en otra actividad asociada,2
522499000,Manipulación de carga,2
522900001,Servicio de transitarios,2
522900002,Servicio de organización de envíos de grupo o individuales (incluidas la recogida y entrega de mercancías y la agrupación de envíos),2
522900003,"Servicio de asesorías en gestión de logística de transporte, almacenamiento y distribución por vía férrea, terrestre, marítima o aérea",2
522900004,Servicio de consultorías en trámite aduanero (agentes de aduanas),2
522900005,Servicio de corretajes para espacio en barco y aeronave,2
522900006,Actividades de transitarios de flete marítimo y aéreo,2
522900007,"Servicio de embalaje, desembalaje, muestreo y pesaje de la carga",2
522999000,Otras actividades de apoyo al transporte,2
531000000,Servicios postales (Correo),2
532000001,"Recolección, clasificación, transporte y entrega de correspondencia ordinaria y paquetes por parte de empresas privadas no sujetas a la obligación del servicio universal",2
532000002,Servicio de empresas privadas de distribución y entrega de correspondencia y paquetes,2
532000003,Servicio de empresas privadas de transporte y entrega de paquetes de compras por internet,2
532000004,Servicios de entrega a domicilio,2
532000005,Servicios de envío de encomiendas,2
532000006,Servicio de mensajería tipo Courier brindado por empresas privadas,2
532099000,Servicio de mensajería por parte de empresas privadas,2
551001001,Servicio de alojamiento para estancias cortas en hoteles y moteles,2
551001002,Servicio de alojamiento para estancias cortas en hotel resort,2
551001003,Servicio de alojamiento para estancias cortas en hotel resort con casino (no separado del hotel),2
551001004,Servicio de alojamiento para estancias cortas en hoteles con el sistema todo incluido,2
551001005,Servicio de alojamiento para estancias cortas en hostería,2
551001006,Servicio de alojamiento para estancias cortas en moteles,2
551002001,Servicio de alojamiento para estancias cortas en chalet,2
551002002,Servicio de alojamiento para estancias cortas en cabañas,2
551002003,Servicio de alojamiento para estancias cortas en villas,2
551002004,Servicio de alojamiento para estancias cortas en bungalows,2
551002005,Servicio de alojamiento para estancias cortas en cabinas,2
551009001,Servicio de alojamiento para estancias cortas en centros vacacionales,2
551009002,Servicio de alojamiento para estancias cortas en casas de huéspedes,2
551009003,Servicio de alojamiento para estancias cortas en pensiones,2
551009004,Servicio de alojamiento para estancias en departamentos y casas amuebladas con servicios de hotelería,2
551009005,Servicio de alojamiento para estancias cortas en unidades utilizadas en régimen de tiempo compartido,2
551009006,Servicio de alojamiento para estancias cortas en viviendas para vacacionar,2
551009007,Servicio de alojamiento para estancias cortas en albergues juveniles y refugios de montaña,2
551099000,Actividades de alojamiento para estancias cortas,2
552000001,Suministro de alojamiento en campamentos para estancias cortas,2
552000002,Suministro de alojamiento en parques de caravana para estancias cortas,2
552000003,Suministro de alojamiento en campamentos recreativos para estancias cortas,2
552000004,Suministro de alojamiento en campamentos de caza y pesca para estancias cortas,2
552000005,Suministro de espacio e instalaciones para vehículos de recreo (remolques),2
552000006,Suministro de alojamiento en terrenos para acampar,2
552099000,"Actividades de campamentos , parques recreativos de vehículos y parques de caravanas",2
559000001,Alojamiento en residencias estudiantil,2
559000002,Alojamiento en albergues para trabajadores,2
559000003,Alojamiento en dormitorios escolares,2
559000004,Alojamiento en casas de huéspedes e internados,2
559000005,Alojamiento en coches cama ferroviarios,2
559000090,Otras actividades de alojamientos no contemplado en otra actividad asociada,2
561000001,Actividad de restaurantes,2
561000002,Actividad de bar restaurante,2
561000003,Actividad de cafeterías,2
561000004,Actividad de sodas,2
561000005,Actividad de restaurantes de comida rápida,2
561000006,Actividad de restaurantes de comida para llevar,2
561000007,Actividad de vendedores ambulantes de helados,2
561000008,Puestos ambulantes de suministro de comidas,2
561000009,Preparación de alimentos en puestos de mercado,2
561000010,"Servicio de restaurantes en ferry, barco u otro medio de transporte",2
561000011,Reparto de Pizza a domicilio,2
561000012,Venta al por menor de alimentos en casa de habitación,2
561000013,Venta ambulante de comida preparada para consumo inmediato,2
561099000,Actividades de restaurantes y otros servicios de comidas móviles,2
562100001,Servicio de comida por encargo,2
562100002,Servicio y preparación de comida para eventos (catering),2
562900001,"Servicios de suministro de comida por contrato, para operadores de transporte",2
562900002,Servicio de alimentación (Sodas) en oficinas bajo concesión,2
562900003,Servicio de alimentación (Sodas) en fábricas bajo concesión,2
562900004,Servicio de alimentación (Sodas) en hospitales bajo concesión,2
562900005,Servicio de alimentación (Sodas) en escuelas bajo concesión,2
562900006,Servicio de alimentación (Sodas) en instalaciones deportivas bajo concesión,2
562900090,Otras actividades de servicio de alimentación no contemplado en otra actividad asociada,2
563000001,Preparación y servicio de bebidas para consumo inmediato en Bares (no incluye la reventa de bebidas envasadas preparadas),2
563000002,Preparación y servicio de bebidas para consumo inmediato en tabernas (no incluye la reventa de bebidas envasadas preparadas),2
563000003,Preparación y servicio de bebidas para consumo inmediato en discotecas o clubes nocturnos (no incluye la reventa de bebidas envasadas preparadas),2
563000004,Preparación y servicio de bebidas para consumo inmediato de jugos de frutas (no incluye la reventa de bebidas envasadas preparadas),2
563000005,Servicio de vendedores ambulantes de bebidas preparadas,2
563000006,Preparación y servicio de café para consumo inmediato (cafeterías),2
563099000,Actividades de servicio de bebidas,2
581100001,Edición de libros impresos,2
581100002,"Edición de libros en formato electrónico (CD, pantalla electrónica etc.)",2
581100003,Edición de libros en formato de grabación sonora,2
581100004,Edición de libros por internet,2
581100005,Edición de folletos,2
581100006,Edición de volantes y publicaciones similares,2
581100007,Edición de diccionarios,2
581100008,Edición de enciclopedias,2
581100009,"Edición de enciclopedias en formato electrónico (CD, pantalla electrónica etc.)",2
581100010,"Edición de atlas, mapas y planos",2
581199000,Edición de libros,2
581200001,Edición de listas de correo,2
581200002,Edición de directorios telefónicos,2
581200003,"Edición de otros directorios y compilación, (como jurisprudencia, compendios farmacéuticos, etc.)",2
581299000,Edición de directorios y de listas de correos,2
581300001,"Edición de periódicos en formato impreso, electrónico o por Internet",2
581300002,"Edición de revistas en formato impreso, electrónico o por Internet",2
581300003,Edición de otras publicaciones periódicas,2
581300004,"Edición de la programación de radio y televisión en formato impreso, electrónico o por internet",2
581399000,"Edición de periódicos, diarios y revistas",2
581900001,Edición de afiches (incluso en línea),2
581900002,Edición de calendarios (incluso en línea),2
581900003,Edición de catálogos (incluso en línea),2
581900004,Edición en línea de estadísticas u otros tipos de información,2
581900005,Edición de formularios y carteles (incluso en línea),2
581900006,"Edición de fotografías, grabados y tarjeta postales",2
581900007,Edición de grabados artístico,2
581900008,Edición de materiales publicitarios (incluso en línea),2
581900009,Edición de obras de arte y reproducciones (incluso en línea),2
581900010,Edición en línea de bases de datos en formato electrónico,2
581900011,Edición en línea de Información de algún tema,2
581999000,Otras actividades de edición,2
582000001,Edición de programas informáticos comerciales (no personalizados),2
582000002,Edición de juegos para todas las plataformas,2
582000003,Edición de software en línea,2
582099000,Edición de programas informáticos.,2
591100001,Producción de películas cinematográficas,2
591100002,Producción de videos,2
591100003,Producción de programas o anuncios de televisión,2
591199000,"Actividades de producción de películas cinematográficas, videos y programas de televisión.",2
591200001,"Actividades de edición, rotulación, subtitulado y créditos, posterior a la producción de películas.",2
591200002,"Actividades de edición, rotulación, subtitulado y créditos, posterior a la producción de videocintas",2
591200003,"Actividades de edición, rotulación, subtitulado y créditos, posterior a la producción de televisión",2
591200004,"Actividades postproducción de gráficos, animación y efectos especiales producidos por computadora",2
591200005,Servicios de transferencia de película a cinta,2
591200006,Actividades de laboratorios cinematográficos,2
591200007,Actividades de revelado y procesamiento de películas cinematográficas,2
591200008,Actividades de laboratorios especiales para películas de animación,2
591200009,Actividades de reproducción de películas cinematográficas para su distribución en cines,2
591200010,Actividades de archivos cinematográficos,2
591299000,"Actividades posteriores de la producción de películas, videocintas y programas de televisión.",2
591300001,"Actividades de distribución de películas, cintas de vídeo, DVD y productos similares a cines, cadenas y emisoras de televisión y exhibidores",2
591300002,"Actividades de adquisición de los derechos de distribución de películas, cintas de vídeo y DVD",2
591399000,"Actividades de distribución de películas, videocintas y programas de televisión.",2
591400001,"Actividades de exhibición de películas cinematográficas y cintas de vídeo en cines, al aire libre o en otros locales de proyección",2
591400002,Actividades de cineclubes,2
591499000,Actividades de proyección de películas.,2
592000001,"Producción de grabaciones matrices originales de sonido, como cintas magnetofónicas, CD",2
592000002,Actividades de servicios de grabación de sonido en estudio o en otros lugares,2
592000003,Producción de programas de radio grabados (no emitidos en directo),2
592000004,Grabaciones de sonido de bandas sonoras de películas cinematográficas,2
592000005,Grabaciones de sonido para programas de televisión,2
592000006,Actividad de adquisición y registro de los derechos de autor de composiciones musicales,2
592000007,"Actividad de autorización y uso de composiciones en grabaciones de radio, televisión, películas, funciones en vivo y otros medios de impresión",2
592000008,Actividad de distribución de grabaciones de sonido a mayoristas o minoristas o directamente al público,2
592000009,Actividad de edición de libros de música y partituras,2
592099000,Actividades de grabación y publicación de grabaciones sonoras,2
601000001,"Transmisión de programas sonoros radiales a afiliados y suscriptores por ondas, cable o por satélite",2
601000002,"Programas de radio en vivo, producción y dirección",2
601000003,Radiodifusión por Internet (emisoras de radio en Internet),2
601000004,Transmisión de datos integrada con transmisiones de radio,2
601099000,Transmisiones de radio,2
602000001,"Creación de la programación completa de canales de televisión, con componentes comprados (películas, documentales, etcétera), componentes de producción propio, o ambas modalidades.",2
602000002,Transmisión de televisión por compañías de cable o de televisión por satélite,2
602000003,Transmisión de televisión de libre acceso para todos los usuarios,2
602000004,Programación de canales de vídeo a la carta,2
602000005,Transmisión de datos integrada con emisiones de televisión,2
602099000,Programación y transmisión de televisión,2
611000001,"Explotación y el mantenimiento de instalaciones de conmutación y transmisión para proveer comunicaciones por líneas alámbricas, microondas o por combinación de líneas alámbricas y conexiones por satélite.",2
611000002,Explotación de sistemas de distribución por cable (para la distribución de datos y señales de televisión),2
611000003,Suministro de servicios de telégrafo,2
611000004,Compra a operadores de red para tener derechos a suministrarlo a empresas o hogares,2
611000005,Suministro de acceso a Internet por los operadores de la infraestructura de telecomunicaciones alámbricas,2
611099000,Actividades varias de telecomunicaciones alámbricas,2
612000001,"Explotación, mantenimiento o facilitación del acceso a servicios de transmisión de voz, datos, texto, sonido y vídeo utilizando una infraestructura de telecomunicaciones inalámbricas",2
612000002,Mantenimiento y explotación de redes de radiobúsqueda,2
612000003,Mantenimiento y explotación de telefonía móvil-celular y otras redes de telecomunicaciones inalámbricas,2
612000004,Servicio de transmisión de telecomunicaciones omnidireccional por ondas utilizando una tecnología o una combinación,2
612000005,Compra de derechos de acceso y de capacidad de red a los propietarios y operadores de redes para suministrar servicios de telecomunicaciones inalámbricas (excepto los de telecomunicaciones por satélite),2
612000006,Proveedores de acceso a Internet de telecomunicaciones inalámbricas,2
612099000,Actividades varias de telecomunicaciones inalámbricas,2
613000001,"Explotación, mantenimiento o facilitación del acceso a servicios de transmisión de voz, datos, texto, sonido y vídeo utilizando una infraestructura de telecomunicaciones por satélite",2
613000002,"Transmisión de datos, textos, sonidos y vídeos usando infraestructura de telecomunicaciones satelital.",2
613000003,Televisión por cable vía satélite,2
613000004,Suministro de acceso a Internet por parte del operador de la infraestructura de comunicación por satélite,2
613099000,Actividades varias de telecomunicaciones por satélite,2
619001000,Servicios de café internet,2
619009001,"Suministro de aplicaciones especializadas de telecomunicaciones (detección por satélite, telemetría de comunicaciones y utilización de estaciones de radar etc.)",2
619009002,Explotación de estaciones terminales de comunicaciones por satélite,2
619009003,"Suministro de acceso a Internet por redes que no posee ni controla el proveedor de servicios de Internet, como el acceso telefónico a Internet, etc.",2
619009004,Suministro de servicios telefónicos y de Internet en instalaciones abiertas al público,2
619009005,Suministro de servicios de telefonía por Internet (VoIP: Voice over Internet Protocol),2
619009006,Compra y reventa de capacidad de red sin prestación de servicios adicionales,2
619009090,Otras actividades de telecomunicación no contemplado en otra actividad asociada,2
620100001,"Actividades de escritura, modificación y ensayo de programas informáticos incluido la asistencia en relación con estos programas",2
620100002,Creación de la estructura y aplicación del contenido de programas de sistemas operativos (incluidas actualizaciones y parches de corrección),2
620100003,Actividad de diseño de aplicaciones informáticas (incluidos actualizaciones y parches de corrección),2
620100004,Diseño de la estructura y el contenido de bases de datos,2
620100005,Diseño de la estructura y el contenido de páginas web,2
620100006,Desarrollo de programas de informática para cliente particular,2
620100007,"Modificación y configuración de programas de informática existentes, para cliente particular",2
620199000,Actividades varias de programación informática,2
620200001,Actividad de planificación y diseño de sistemas informáticos que integran equipo y programas informáticos y tecnología de las comunicaciones,2
620200002,Gestión y manejo in situ de sistemas informáticos y/o instalaciones de procesamiento de datos de los clientes,2
620200003,Consultoría en informática,2
620200004,Sistemas de apoyo a usuario en cómputo,2
620299000,Actividades de consultoría informática y gestión de instalaciones informáticas,2
620900001,Recuperación en casos de desastre informático,2
620900002,Instalación (configuración) de computadoras personales,2
620900003,Instalación de programas informáticos,2
620999000,Otras actividades varias de la tecnología de información y servicio informáticos,2
631100001,Suministro de infraestructura para servicios de hospedaje de datos,2
631100002,Servicios de procesamiento de datos,2
631100003,Servicio de hospedaje de sitios web,2
631100004,Servicios de transmisión de secuencias de vídeo por Internet,2
631100005,Servicio de hospedaje de aplicaciones,2
631100006,Servicio de suministro a los clientes de acceso a computadoras en tiempo compartido a servicios centrales.,2
631100007,Servicio de generación de informes especializados a partir de datos facilitados por los clientes,2
631100008,Servicios de registro de datos,2
631199000,"Procesamiento de datos, hospedaje y actividades conexas",2
631200001,Explotación de buscadores de internet,2
631200002,Explotación de portal Web,2
631200003,Explotación de otros sitios web que actúan como portal de internet,2
631299000,Portales Web,2
639100000,"Actividades de consorcios y agencias de noticias que suministran noticias, fotografías y artículos periodísticos a los medios de difusión",2
639900001,Servicio de Información suministrada por teléfono,2
639900002,Servicios de búsqueda de información a cambio de una retribución o por contrata,2
639900003,"Servicios de selección de noticias, de recortes de prensa, etcétera",2
639900090,Otros servicios de información no contemplado en otra actividad asociada,2
641100000,Banca Central,2
641900001,Recepción de depósitos y/o concesión de créditos,2
641900002,Actividades de envío y recibo de dinero (remesas),2
641900003,Actividades de concesión de crédito para compra de vivienda de instituciones especializadas que reciben depósitos,2
641900004,Actividades de giro,2
641900005,"Actividades de transferencias sistemáticas sustanciales de fondos, realizadas por cualquier medio",2
641999000,Otros tipos de intermediación monetaria,2
642000000,Actividades de sociedades de control o tenedoras de activos de un grupo de empresas (Sociedades de cartera o holding),2
643000001,Actividad de fondos de inversión de participación abierta,2
643000002,Actividad de fondos de inversión de participación cerrada,2
643000003,"Actividad de administración de fideicomisos (administración de contrato de fiducia, un testamento o un contrato de representación)",2
643000004,Actividad de sociedades de inversión mobiliaria,2
643099000,Fondo y sociedades de Inversión y entidades financieras similares,2
649100000,Actividad de arrendamiento financiero,2
649200001,"Actividad de concesión de préstamos, por instituciones que no se dedican a la intermediación monetaria",2
649200002,Actividad de concesión de crédito para compra de vivienda de instituciones especializadas que no reciben depósitos,2
649200003,Actividades de casas de empeño,2
649299000,Concesión de otros tipos de crédito por instituciones que no se dedican a la intermediación monetaria,2
649900001,Actividades de factorización,2
649900002,"Actividades de compañías que suscriben derivados financieros (permutas financieras, opciones y otros instrumentos de cobertura)",2
649900003,Actividades de compañías de liquidación por adelantado,2
649900004,Actividades de inversión por cuenta propia (compañías de capital de riesgo y clubes de inversión),2
649999000,"Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones no contemplado en otra actividad asociada",2
651100000,Concertación de contratos de anualidades y pólizas de seguros de vida y /o invalidez,2
651200001,Seguros de accidentes y contra incendios,2
651200002,Seguros médicos,2
651200003,Seguros de viajes,2
651200004,Seguros de cosas,2
651200005,"Seguros de transporte por carretera, marítimo y aéreo",2
651200006,Seguros contra pérdidas pecuniarias y de responsabilidad civil,2
651299000,Seguros generales,2
652000000,Reaseguros,2
653000001,Planes de prestaciones sociales para los empleados,2
653000002,Fondos y planes de pensiones,2
653000003,Planes de jubilación,2
653099000,Fondos de pensión,2
661100001,Administración privada de mercados de bolsas de contratos de productos básicos,2
661100002,Administración privada de mercados de bolsas de futuros,2
661100003,Administración privada de mercados de bolsas de valores,2
661100004,Administración privada de mercados bursátiles,2
661100005,Administración privada de mercados de bolsas de opciones sobre acciones o sobre productos básicos,2
661199000,Administración de mercados financieros,2
661200001,Correduría de bolsa de operaciones en mercados financieros y actividades conexas,2
661200002,Corretaje de valores,2
661200003,Corretaje de contratos de productos básicos,2
661200004,"Actividades de oficinas de cambio, etc.",2
661200005,"Actividades de operaciones sistemáticas y sustanciales de canje de dinero y transferencias, mediante cheques, giros bancarios, letras de cambio o similares.",2
661299000,Corretaje de valores y de contratos de productos básicos,2
661900001,"Tramitación y liquidación de transacciones financieras, incluidas las transacciones con tarjetas de crédito",2
661900002,Servicios de asesoramiento en inversiones,2
661900003,Servicios de asesores y corredores hipotecarios,2
661900004,Servicios de administración fiduciaria y de custodia,2
661999000,Otras actividades auxiliares a las actividades de servicios financieros.,2
662100001,Tasación de solicitudes de indemnización de seguros,2
662100002,Evaluación de riesgos y daños relacionados con seguros,2
662100003,Tasación de averías y pérdidas de bienes asegurados,2
662100004,Liquidación de solicitudes de indemnización de seguros,2
662100090,Otros servicios administrativos de tasación y liquidación de reclamos de seguros no contemplado en otra actividad asociada,2
662200001,Agentes de seguros,2
662200002,Corredores de seguros,2
662200003,Actividades de agentes y corredores de seguro no contemplado en otra actividad asociada,2
662900001,Administración del salvamento,2
662900002,Servicios actuariales,2
662900090,Otras actividades auxiliares de seguros y fondos de pensiones no contemplado en otra actividad asociada,2
663000001,Actividad de administración de fondos de pensiones a cambio de una retribución o por contrata,2
663000002,Actividad de administración de fondos mutuos de inversión a cambio de una retribución o por contrata,2
663000003,Actividad de administración de otros fondos de inversión a cambio de una retribución o por contrata,2
663000090,Otras actividades de administración de fondos y gestión de carteras no contemplado en otra actividad asociada,2
663099000,Actividades de administración de fondos.,2
681000001,"Venta, alquiler y explotación de edificios de apartamentos y viviendas, propios o arrendados",2
681000002,"Venta, alquiler y explotación de edificios no residenciales, salas de exposiciones, instalaciones de auto almacenamiento y centros comerciales, propios o arrendados",2
681000003,"Venta, alquiler y explotación de terrenos, propios o arrendados",2
681000004,Alquiler de casas y pisos o apartamentos amueblados o sin amueblar por periodos largos,2
681000005,"Promoción de proyectos de construcción, para su posterior explotación",2
681000006,"Subdivisión de propiedades inmobiliarias en lotes, sin mejora de los terrenos",2
681000007,Explotación de campamentos residenciales para casas móviles,2
681000008,Desarrollo de proyectos de construcción para su posterior alquiler,2
681099000,Actividades inmobiliarias con bienes propios o arrendados,2
682000001,Actividades de agentes y corredores inmobiliarios,2
682000002,"Actividad de Intermediación en compra, venta o alquiler de bienes inmuebles a cambio de una retribución o por contrato",2
682000003,"Actividad de administración de bienes inmuebles a cambio de una retribución o por contrata, servicios",2
682000004,Servicios de tasación inmobiliaria,2
682000005,Actividades de agentes depositarios de plicas inmobiliarias,2
682099000,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata.,2
691000000,Actividades jurídicas.,2
692000000,"Actividades de contabilidad, teneduría de libros y auditorías; consultoría fiscal",2
701000001,Servicios de supervisión y gestión de oficinas principales,2
701000002,Servicios de supervisión y gestión de oficinas administrativas centralizadas,2
701000003,Servicios de supervisión y gestión de sedes,2
701000004,Servicios de supervisión y gestión de oficinas de distrito y regionales,2
701000005,Servicios de supervisión y gestión de oficinas de subsidiarias,2
701099000,Actividades de oficinas principales,2
702000001,"Servicio de asesoramiento, orientación y asistencia operativa a las empresas y a la administración pública en relaciones públicas y comunicaciones",2
702000002,"Servicio de asesoramiento, orientación y asistencia operativa a las empresas y a la administración pública en actividades de cabildeo",2
702000003,"Servicio de asesoramiento, orientación y asistencia operativa a las empresas y a la administración pública en procedimientos contables y control presupuestario",2
702000004,"Servicio de asesoramiento y ayuda a las empresas y administraciones públicas en planificación, organización, eficiencia y control, información administrativa, etc.",2
702099000,Actividades de consultoría en gestión,2
711000001,"Servicios de consultoría de arquitectura (diseño de edificios, dibujo de planos constructivos, planificación urbana y arquitectura paisajista)",2
711000002,"Servicios de diseño y consultoría de ingeniería de maquinaria, procesos y plantas industriales",2
711000003,"Servicios de diseño y consultoría de ingeniería de proyectos de ingeniería civil, hidráulica y de tráfico",2
711000004,Servicios de diseño y consultoría de ingeniería de proyectos de ordenación hídrica,2
711000005,Servicios de elaboración y realización de proyectos de ingeniería eléctrica y electrónica,2
711000006,Servicios de elaboración y realización de proyectos de ingeniería de minas,2
711000007,Servicios de elaboración y realización de proyectos de ingeniería química,2
711000008,"Servicios de elaboración y realización de proyectos de ingeniería mecánica, industrial",2
711000009,Servicios de elaboración y realización de proyectos de ingeniería especializada en sistemas de seguridad,2
711000010,"Servicios de elaboración y realización de proyectos de ingeniería especializada en sistemas de acondicionamiento de aire, refrigeración",2
711000011,Servicios de elaboración y realización de proyectos de ingeniería especializada en sistemas de saneamiento,2
711000012,Servicios de elaboración y realización de proyectos de ingeniería especializada en sistemas de control de la contaminación,2
711000013,Servicios de elaboración y realización de proyectos de ingeniería especializada en sistemas de acondicionamiento acústico,2
711000014,"Servicio de estudios geofísicos, geológicos y sismográficos",2
711000015,"Servicios geodésicos (actividades de agrimensura, estudios hidrológicos, estudios de subsuelo, actividades cartográficas y de información espacial)",2
711000090,Otras actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica no contemplado en otra actividad asociada,2
711099000,Actividades mixtas de arquitectura e ingeniería y actividades conexas de consultoría técnica,2
712000001,"Servicios de realización de ensayos físicos, químicos y analíticos de todo tipo de materiales y productos (Excepto los ensayos de especímenes veterinarios y de laboratorio médico)",2
712000002,"Servicios de certificación de productos, como bienes de consumo, vehículos automotores, aeronaves, contenedores, etc.",2
712000003,Servicios de inspecciones periódicas de seguridad en carretera de vehículos automotores,2
712000004,"Servicios de inspecciones periódicas de seguridad basados en la utilización de maquetas o modelos (aeronaves, embarcaciones, presas etc.)",2
712000005,Actividades de laboratorios policiales,2
712099000,Servicios de ensayos y análisis técnicos.,2
721000001,Investigación y desarrollo experimental en ciencias naturales,2
721000002,Investigación y desarrollo experimental en ingeniería y tecnología,2
721000003,Investigación y desarrollo experimental en ciencias médicas,2
721000004,Investigación y desarrollo experimental en biotecnología,2
721000005,Investigación y desarrollo experimental en ciencias agropecuarias,2
721000006,Investigación y desarrollo experimental interdisciplinarios centrados principalmente en las ciencias naturales y la ingeniería,2
721099000,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería.,2
722000001,Investigación y desarrollo en ciencias sociales,2
722000002,Investigación y desarrollo en humanidades,2
722000003,Investigación y desarrollo interdisciplinarios centrados principalmente en las ciencias sociales y las humanidades,2
722099000,Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades.,2
731000001,"Servicios de publicidad y asesoramiento en creación e inserción de anuncios en periódicos, revistas, programas de radio y de televisión, internet y otros medios de difusión",2
731000002,Servicios de publicidad y asesoramiento en creación y colocación de anuncios de publicidad al aire libre,2
731000003,Servicios de publicidad y asesoramiento en representación de medios de difusión (venta de tiempo y espacio en diversos medios de difusión),2
731000004,Servicios de publicidad aérea,2
731000005,Servicios de distribución y entrega de materiales o muestras de publicidad,2
731000006,"Servicio de alquiler de espacios de publicidad en vallas publicitarias, etc.",2
731000007,Servicios de creación de puestos publicitarios y otras estructuras y lugares de exhibición,2
731000008,Servicios de publicidad y asesoramiento en promoción de productos,2
731000009,Servicios de comercialización en el punto de venta,2
731000010,Servicios de publicidad directa por correo,2
731000011,Servicios de consultoría de comercialización,2
731099000,Servicios varios de publicidad,2
732000001,Servicios de estudios de mercado (incluido el análisis estadístico de los resultados),2
732000002,Servicios de encuestas de opinión pública y análisis estadístico de resultados,2
732099000,Estudios de mercados y encuestas de opinión pública,2
741000001,"Actividades de diseño de telas, prendas de vestir, calzado, joyas, muebles y otros artículos de decoración interior y de moda",2
741000002,Actividades de diseño de artículos personales y enseres domésticos,2
741000003,Actividades de diseño industrial,2
741000004,Actividades de diseño gráfico,2
741000005,Actividades de decoración de interiores,2
741000090,Otras actividades especializadas de diseño no contemplado en otra actividad asociada,2
741099000,Actividades varias especializadas de diseño,2
